noise-_input_output_BZ_BZ_taco2hifigan-BZ-0001.wav,3.59
noise-_input_output_BZ_BZ_taco2hifigan-BZ-0002.wav,3.4
noise-_input_output_BZ_BZ_taco2hifigan-BZ-0004.wav,3.32
noise-_input_output_BZ_BZ_taco2hifigan-BZ-0005.wav,2.43
noise-_input_output_BZ_BZ_taco2hifigan-BZ-0006.wav,3.7
noise-_input_output_BZ_BZ_taco2hifigan-BZ-0007.wav,3.56
noise-_input_output_BZ_BZ_taco2hifigan-BZ-0008.wav,3.49
noise-_input_output_BZ_BZ_taco2hifigan-BZ-0009.wav,3.34
noise-_input_output_BZ_BZ_taco2hifigan-BZ-0011.wav,2.86
noise-_input_output_BZ_BZ_taco2hifigan-BZ-0012.wav,2.79
noise-_input_output_BZ_BZ_taco2hifigan-BZ-0013.wav,2.78
noise-_input_output_BZ_BZ_taco2hifigan-BZ-0015.wav,3.5
noise-_input_output_BZ_BZ_taco2hifigan-BZ-0016.wav,3.19
noise-_input_output_BZ_BZ_taco2hifigan-BZ-0018.wav,2.9
noise-_input_output_BZ_BZ_taco2hifigan-BZ-0019.wav,2.48
noise-_input_output_BZ_BZ_taco2hifigan-BZ-0020.wav,2.88
noise-_input_output_BZ_BZ_taco2hifigan-BZ-0021.wav,3.77
noise-_input_output_BZ_BZ_taco2hifigan-BZ-0022.wav,2.85
noise-_input_output_BZ_BZ_taco2hifigan-BZ-0023.wav,2.47
noise-_input_output_BZ_BZ_taco2hifigan-BZ-0024.wav,3.7
noise-_input_output_BZ_BZ_taco2hifigan-BZ-0025.wav,3.1
noise-_input_output_BZ_BZ_taco2hifigan-BZ-0026.wav,3.19
noise-_input_output_BZ_BZ_taco2hifigan-BZ-0028.wav,3.02
noise-_input_output_DI_DI_taco2hifigan-DI-0001.wav,3.94
noise-_input_output_DI_DI_taco2hifigan-DI-0002.wav,2.78
noise-_input_output_DI_DI_taco2hifigan-DI-0003.wav,2.94
noise-_input_output_DI_DI_taco2hifigan-DI-0004.wav,3.21
noise-_input_output_DI_DI_taco2hifigan-DI-0006.wav,3.07
noise-_input_output_DI_DI_taco2hifigan-DI-0007.wav,2.27
noise-_input_output_DI_DI_taco2hifigan-DI-0008.wav,2.63
noise-_input_output_DI_DI_taco2hifigan-DI-0009.wav,2.61
noise-_input_output_DI_DI_taco2hifigan-DI-0012.wav,2.8
noise-_input_output_DI_DI_taco2hifigan-DI-0013.wav,2.33
noise-_input_output_DI_DI_taco2hifigan-DI-0014.wav,2.79
noise-_input_output_DI_DI_taco2hifigan-DI-0015.wav,2.8
noise-_input_output_DI_DI_taco2hifigan-DI-0017.wav,3.05
noise-_input_output_DI_DI_taco2hifigan-DI-0019.wav,3.65
noise-_input_output_DI_DI_taco2hifigan-DI-0021.wav,3.83
noise-_input_output_DI_DI_taco2hifigan-DI-0022.wav,2.91
