noise-_input_output_BZ_BZ_taco2hifigan-BZ-0001,2.0
noise-_input_output_BZ_BZ_taco2hifigan-BZ-0002,2.0
noise-_input_output_BZ_BZ_taco2hifigan-BZ-0004,2.0
noise-_input_output_BZ_BZ_taco2hifigan-BZ-0005,1.0
noise-_input_output_BZ_BZ_taco2hifigan-BZ-0006,2.0
noise-_input_output_BZ_BZ_taco2hifigan-BZ-0007,2.0
noise-_input_output_BZ_BZ_taco2hifigan-BZ-0008,1.0
noise-_input_output_BZ_BZ_taco2hifigan-BZ-0009,3.0
noise-_input_output_BZ_BZ_taco2hifigan-BZ-0011,1.0
noise-_input_output_BZ_BZ_taco2hifigan-BZ-0012,1.0
noise-_input_output_BZ_BZ_taco2hifigan-BZ-0013,1.0
noise-_input_output_BZ_BZ_taco2hifigan-BZ-0015,3.0
noise-_input_output_BZ_BZ_taco2hifigan-BZ-0016,1.0
noise-_input_output_BZ_BZ_taco2hifigan-BZ-0018,1.0
noise-_input_output_BZ_BZ_taco2hifigan-BZ-0019,1.0
noise-_input_output_BZ_BZ_taco2hifigan-BZ-0020,1.0
noise-_input_output_BZ_BZ_taco2hifigan-BZ-0021,3.0
noise-_input_output_BZ_BZ_taco2hifigan-BZ-0022,1.0
noise-_input_output_BZ_BZ_taco2hifigan-BZ-0023,1.0
noise-_input_output_BZ_BZ_taco2hifigan-BZ-0024,1.0
noise-_input_output_BZ_BZ_taco2hifigan-BZ-0025,1.6666666666666667
noise-_input_output_BZ_BZ_taco2hifigan-BZ-0026,2.0
noise-_input_output_BZ_BZ_taco2hifigan-BZ-0028,1.5
noise-_input_output_DI_DI_taco2hifigan-DI-0001,2.0
noise-_input_output_DI_DI_taco2hifigan-DI-0002,1.5
noise-_input_output_DI_DI_taco2hifigan-DI-0003,1.0
noise-_input_output_DI_DI_taco2hifigan-DI-0004,1.0
noise-_input_output_DI_DI_taco2hifigan-DI-0006,2.0
noise-_input_output_DI_DI_taco2hifigan-DI-0007,1.0
noise-_input_output_DI_DI_taco2hifigan-DI-0008,1.0
noise-_input_output_DI_DI_taco2hifigan-DI-0009,1.0
noise-_input_output_DI_DI_taco2hifigan-DI-0012,1.0
noise-_input_output_DI_DI_taco2hifigan-DI-0013,1.0
noise-_input_output_DI_DI_taco2hifigan-DI-0014,1.0
noise-_input_output_DI_DI_taco2hifigan-DI-0015,2.5
noise-_input_output_DI_DI_taco2hifigan-DI-0017,1.0
noise-_input_output_DI_DI_taco2hifigan-DI-0019,1.0
noise-_input_output_DI_DI_taco2hifigan-DI-0021,2.5
noise-_input_output_DI_DI_taco2hifigan-DI-0022,2.0
noise-_input_output_DI_DI_taco2hifigan-DI-0024,2.0
noise-_input_output_DI_DI_taco2hifigan-DI-0025,1.0
noise-_input_output_DI_DI_taco2hifigan-DI-0026,1.0
noise-_input_output_DI_DI_taco2hifigan-DI-0027,1.0
noise-_input_output_DI_DI_taco2hifigan-DI-0028,1.5
noise-_input_output_DR_DR_taco2hifigan-DR-0003,1.0
noise-_input_output_DR_DR_taco2hifigan-DR-0004,1.5
noise-_input_output_DR_DR_taco2hifigan-DR-0005,1.5
noise-_input_output_DR_DR_taco2hifigan-DR-0007,1.0
noise-_input_output_DR_DR_taco2hifigan-DR-0008,3.0
noise-_input_output_DR_DR_taco2hifigan-DR-0009,4.0
noise-_input_output_DR_DR_taco2hifigan-DR-0011,1.0
noise-_input_output_DR_DR_taco2hifigan-DR-0012,2.0
noise-_input_output_DR_DR_taco2hifigan-DR-0013,1.0
noise-_input_output_DR_DR_taco2hifigan-DR-0015,1.0
noise-_input_output_DR_DR_taco2hifigan-DR-0016,2.0
noise-_input_output_DR_DR_taco2hifigan-DR-0017,4.0
noise-_input_output_DR_DR_taco2hifigan-DR-0018,2.0
noise-_input_output_DR_DR_taco2hifigan-DR-0019,1.0
noise-_input_output_DR_DR_taco2hifigan-DR-0020,2.0
noise-_input_output_DR_DR_taco2hifigan-DR-0021,1.0
noise-_input_output_DR_DR_taco2hifigan-DR-0022,1.0
noise-_input_output_DR_DR_taco2hifigan-DR-0023,1.5
noise-_input_output_DR_DR_taco2hifigan-DR-0024,1.0
noise-_input_output_DR_DR_taco2hifigan-DR-0025,1.0
noise-_input_output_DR_DR_taco2hifigan-DR-0027,2.0
