GS1-0001,5.0
GS1-0002,5.0
GS1-0003,4.0
GS1-0004,5.0
GS1-0005,5.0
GS1-0006,5.0
GS1-0007,5.0
GS1-0009,5.0
GS1-0011,5.0
GS1-0012,5.0
GS1-0013,4.333333333333333
GS1-0014,5.0
GS1-0015,5.0
GS1-0016,5.0
GS1-0018,5.0
GS1-0019,3.6666666666666665
GS1-0020,5.0
dataset_oficial_copel-0592,4.75
dataset_oficial_copel-0593,4.333333333333333
dataset_oficial_copel-0594,5.0
dataset_oficial_copel-0595,5.0
dataset_oficial_copel-0596,4.0
dataset_oficial_copel-0597,5.0
dataset_oficial_copel-0599,5.0
dataset_oficial_copel-0600,5.0
dataset_oficial_copel-0602,1.0
dataset_oficial_copel-0603,3.3333333333333335
dataset_oficial_copel-0604,5.0
dataset_oficial_copel-0606,4.333333333333333
dataset_oficial_copel-0607,4.0
dataset_oficial_copel-0610,4.5
dataset_oficial_copel-0611,5.0
ground_truth_bz_bolsonaro_onu-0001,3.5
ground_truth_bz_bolsonaro_onu-0002,5.0
ground_truth_bz_bolsonaro_onu-0003,5.0
ground_truth_bz_bolsonaro_onu-0004,4.0
ground_truth_bz_bolsonaro_onu-0005,3.3333333333333335
ground_truth_bz_bolsonaro_onu-0006,4.5
ground_truth_bz_bolsonaro_onu-0007,5.0
ground_truth_bz_bolsonaro_onu-0008,4.0
ground_truth_bz_bolsonaro_onu-0010,4.0
ground_truth_bz_bolsonaro_onu-0011,4.5
ground_truth_bz_bolsonaro_onu-0013,4.0
ground_truth_bz_bolsonaro_onu-0014,4.0
ground_truth_bz_bolsonaro_onu-0015,4.2
ground_truth_bz_bolsonaro_onu-0016,3.0
ground_truth_bz_bolsonaro_onu-0017,5.0
ground_truth_bz_bolsonaro_onu-0018,2.5
ground_truth_bz_bolsonaro_onu-0019,3.0
ground_truth_dr_onu-2012-0001,3.5
ground_truth_dr_onu-2012-0003,4.333333333333333
ground_truth_dr_onu-2012-0004,4.5
ground_truth_dr_onu-2012-0005,4.0
ground_truth_dr_onu-2012-0006,4.25
ground_truth_dr_onu-2012-0007,5.0
ground_truth_dr_onu-2012-0008,5.0
ground_truth_dr_onu-2012-0009,5.0
ground_truth_dr_onu-2012-0011,3.0
ground_truth_dr_onu-2012-0012,3.6666666666666665
ground_truth_dr_onu-2012-0013,4.0
ground_truth_dr_onu-2012-0015,4.0
ground_truth_dr_onu-2012-0016,5.0
ground_truth_dr_onu-2012-0018,5.0
ground_truth_dr_onu-2012-0019,5.0
ground_truth_gm_crime_pe_amaro-1057,4.0
ground_truth_gm_crime_pe_amaro-1058,5.0
ground_truth_gm_crime_pe_amaro-1059,5.0
ground_truth_gm_crime_pe_amaro-1060,5.0
ground_truth_gm_crime_pe_amaro-1061,5.0
ground_truth_gm_crime_pe_amaro-1062,5.0
ground_truth_gm_crime_pe_amaro-1064,5.0
ground_truth_gm_crime_pe_amaro-1065,4.5
ground_truth_gm_crime_pe_amaro-1067,5.0
ground_truth_gm_crime_pe_amaro-1069,5.0
ground_truth_gm_crime_pe_amaro-1070,5.0
ground_truth_gm_crime_pe_amaro-1071,5.0
ground_truth_gm_crime_pe_amaro-1072,5.0
ground_truth_gm_crime_pe_amaro-1073,5.0
ground_truth_gm_crime_pe_amaro-1074,3.75
ground_truth_gm_crime_pe_amaro-1075,3.0
ground_truth_gm_crime_pe_amaro-1076,5.0
ground_truth_lu_onu_2009-0001,4.0
ground_truth_lu_onu_2009-0002,4.0
ground_truth_lu_onu_2009-0003,4.0
ground_truth_lu_onu_2009-0004,2.0
ground_truth_lu_onu_2009-0005,1.0
ground_truth_lu_onu_2009-0006,5.0
ground_truth_lu_onu_2009-0008,5.0
ground_truth_lu_onu_2009-0009,4.5
ground_truth_lu_onu_2009-0010,5.0
ground_truth_lu_onu_2009-0011,3.75
ground_truth_lu_onu_2009-0012,5.0
ground_truth_lu_onu_2009-0013,3.0
ground_truth_lu_onu_2009-0015,5.0
ground_truth_lu_onu_2009-0016,5.0
ground_truth_lu_onu_2009-0018,5.0
ground_truth_lu_onu_2009-0019,3.5
ground_truth_lu_onu_2009-0020,4.5
ground_truth_msc_d_tunner_taco2waveglow_crime_pe_amaro-0029,4.8
ground_truth_msc_d_tunner_taco2waveglow_crime_pe_amaro-0434,4.65
ground_truth_msc_d_tunner_taco2waveglow_crime_pe_amaro-0457,4.85
ground_truth_msc_d_tunner_taco2waveglow_crime_pe_amaro-0572,4.85
ground_truth_msc_d_tunner_taco2waveglow_crime_pe_amaro-0927,4.9
ground_truth_msc_d_tunner_taco2waveglow_crime_pe_amaro-1523,5.0
ground_truth_msc_d_tunner_taco2waveglow_crime_pe_amaro-2088,4.8
ground_truth_msc_d_tunner_taco2waveglow_isaura_0407,4.9
ground_truth_msc_d_tunner_taco2waveglow_isaura_0782,4.95
ground_truth_msc_d_tunner_taco2waveglow_isaura_1310,4.75
ground_truth_msc_d_tunner_tacotron_gst_waveglow_crime_pe_amaro_f-0621,4.857142857142857
ground_truth_msc_d_tunner_tacotron_gst_waveglow_crime_pe_amaro_f-1167,4.933333333333334
ground_truth_msc_d_tunner_tacotron_gst_waveglow_crime_pe_amaro_f-1744,4.9375
ground_truth_msc_d_tunner_tacotron_gst_waveglow_crime_pe_amaro_f-2597,5.0
ground_truth_msc_d_tunner_tacotron_gst_waveglow_crime_pe_amaro_f-2785,4.75
ground_truth_msc_d_tunner_tacotron_gst_waveglow_crime_pe_amaro_f-2820,4.8125
ground_truth_msc_d_tunner_tacotron_gst_waveglow_crime_pe_amaro_f-3117,4.875
ground_truth_msc_d_tunner_tacotron_gst_waveglow_isaura_f-0003,4.5625
ground_truth_msc_d_tunner_tacotron_gst_waveglow_isaura_f-0863,4.733333333333333
ground_truth_msc_d_tunner_tacotron_gst_waveglow_isaura_f-0876,4.9375
ground_truth_pe_isaura_f-0058,5.0
ground_truth_pe_isaura_f-0059,5.0
ground_truth_pe_isaura_f-0060,5.0
ground_truth_pe_isaura_f-0061,3.0
ground_truth_pe_isaura_f-0062,5.0
ground_truth_pe_isaura_f-0063,5.0
ground_truth_pe_isaura_f-0064,4.333333333333333
ground_truth_pe_isaura_f-0065,5.0
ground_truth_pe_isaura_f-0066,4.5
ground_truth_pe_isaura_f-0067,5.0
ground_truth_pe_isaura_f-0068,5.0
ground_truth_pe_isaura_f-0070,5.0
ground_truth_pe_isaura_f-0071,4.0
ground_truth_pe_isaura_f-0072,5.0
ground_truth_pe_isaura_f-0073,5.0
ground_truth_pe_isaura_f-0076,4.333333333333333
ground_truth_pe_isaura_f-0077,5.0
